,Order,Family,Species,CVal_Mean,ChromNumber_Mean,CVal_Median,ChromNumber_Median
1343,Siluriformes,Loricariidae,Liposarcus pardalis,1.69,NA,1.69,NA
1344,Siluriformes,Loricariidae,Microlepidogaster sp.,0.89,NA,0.89,NA
1345,Siluriformes,Loricariidae,Neoplecostomus paranensis,1.13,54,1.13,54
1346,Siluriformes,Loricariidae,Otocinclus affinis,2.1,54,2.1,54
1347,Siluriformes,Loricariidae,Rineloricaria parva,1.6,48,1.6,48
1348,Siluriformes,Malapteruidae,Malapterurus electricus,1,NA,1,NA
1349,Siluriformes,Mochokidae,Synodontis nigriventris,1.1,NA,1.1,NA
1350,Siluriformes,Mochokidae,Synodontis notatus,0.94,NA,0.94,NA
1351,Siluriformes,Mochokidae,Synodontis notatus (3x?),1.41,NA,1.41,NA
1352,Siluriformes,Mochokidae,Synodontis schall,1.1,54,1.1,54
1353,Siluriformes,Mochokidae,Synodontis sp.,1.2,NA,1.2,NA
1354,Siluriformes,Pimelodidae,Imparfinis mirini,1.025,NA,1.025,NA
1355,Siluriformes,Pimelodidae,Pimelodella gracilis,0.88,46,0.88,46
1356,Siluriformes,Pimelodidae,Pimelodella sp.1,0.57,46,0.57,46
1357,Siluriformes,Pimelodidae,Pimelodella sp.2,1.02,52,1.02,52
1358,Siluriformes,Pimelodidae,Pimelodus clarias clarias,1.2,52,1.2,52
1359,Siluriformes,Pimelodidae,Pimelodus maculatus,1.36,56,1.36,56
1360,Siluriformes,Plotosidae,Euristhmus lepturus,1.75,NA,1.75,NA
1361,Siluriformes,Pseudopimelodidae,Microglanis cottoides,1.25,54,1.25,54
1362,Siluriformes,Pseudopimelodidae,Pseudopimelodus mangurus,1.12,54,1.12,54
1363,Siluriformes,Schilbeidae,Schilbe grenfelli,0.98,NA,0.98,NA
1364,Siluriformes,Schilbeidae,Schilbe marmoratus,0.98,NA,0.98,NA
1365,Siluriformes,Siluridae,Kryptopterus bicirrhis,0.91,60,0.91,60
1366,Siluriformes,Siluridae,Silurus asotus,1.2125,NA,1.28,NA
1367,Siluriformes,Trichomycteridae,Trichomycterus cf. iheringi,1.15,54,1.15,54
1368,Siluriformes,Trichomycteridae,Trichomycterus sp.,1.31,54,1.31,54
1369,Stomiiformes,Stomiidae,Idiacanthus atlanticus,1.3,NA,1.3,NA
1370,Synbranchiformes,Mastacembelidae,Macrognathus aculeatus,0.81,48,0.81,48
1371,Synbranchiformes,Mastacembelidae,Macrognathus maculatus,0.74,NA,0.74,NA
1372,Synbranchiformes,Synbranchidae,Monopterus albus,0.78,NA,0.8,NA
1373,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 1,3.8,42,3.8,42
1374,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 2,4.26,42,4.26,42
1375,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 3,3.7,42,3.7,42
1376,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 4,3.28,42,3.28,42
1377,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 5,3.31,42,3.31,42
1378,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 6,3.97,44,3.97,44
1379,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 7,3.22,46,3.22,46
1380,Synbranchiformes,Synbranchidae,Synbranchus marmoratus 8,2.81,46,2.81,46
1381,Syngnathiformes,Aulostomatidae,Aulostomus maculatus,0.7,NA,0.7,NA
1382,Syngnathiformes,Centriscidae,Aeoliscus strigatus,0.45,NA,0.45,NA
1383,Syngnathiformes,Centriscidae,Centriscops humerosus,0.55,NA,0.55,NA
1384,Syngnathiformes,Fistulariidae,Fistularia commersonii,0.72,NA,0.72,NA
1385,Syngnathiformes,Fistulariidae,Fistularia petimba,0.785,NA,0.785,NA
1386,Syngnathiformes,Syngnathidae,Corythoichthys intestinalis,1.34,NA,1.34,NA
1387,Syngnathiformes,Syngnathidae,Hippocampus abdominalis,0.58,NA,0.58,NA
1388,Syngnathiformes,Syngnathidae,Hippocampus erectus,0.66,NA,0.66,NA
1389,Syngnathiformes,Syngnathidae,Hippocampus guttulatus,0.45,44,0.45,44
1390,Syngnathiformes,Syngnathidae,Hippocampus hippocampus,0.52,48,0.52,48
1391,Syngnathiformes,Syngnathidae,Hippocampus kuda,1.03,NA,1.03,NA
1392,Syngnathiformes,Syngnathidae,Nerophis ophidion,1.875,NA,1.875,NA
1393,Syngnathiformes,Syngnathidae,Syngnathus abaster,0.49,44,0.49,44
1394,Syngnathiformes,Syngnathidae,Syngnathus floridae,0.64,NA,0.64,NA
1395,Syngnathiformes,Syngnathidae,Syngnathus fuscus,0.66,NA,0.66,NA
1396,Syngnathiformes,Syngnathidae,Syngnathus scovelli,0.54,NA,0.54,NA
1397,Syngnathiformes,Syngnathidae,Syngnathus taenionotus,0.48,NA,0.48,NA
1398,Syngnathiformes,Syngnathidae,Syngnathus typhle,0.55,44,0.55,44
1399,Tetraodontiformes,Balistidae,Abalistes stellatus,0.64,NA,0.64,NA
1400,Tetraodontiformes,Balistidae,Balistapus undulatus,0.705,NA,0.705,NA
1401,Tetraodontiformes,Balistidae,Balistes carolinensis,0.545,NA,0.545,NA
1402,Tetraodontiformes,Balistidae,Balistes sp.,0.72,NA,0.72,NA
1403,Tetraodontiformes,Balistidae,Balistoides viridescens,0.68,44,0.68,44
1404,Tetraodontiformes,Balistidae,Melichthys niger,0.7,NA,0.7,NA
1405,Tetraodontiformes,Balistidae,Rhinecanthus aculeatus,0.64,NA,0.64,NA
1406,Tetraodontiformes,Balistidae,Sufflamen chrysopterum,0.58,NA,0.58,NA
1407,Tetraodontiformes,Balistidae,Sufflamen fraenatus,0.64,NA,0.64,NA
1408,Tetraodontiformes,Balistidae,Xanthichthys ringens,0.74,NA,0.74,NA
1409,Tetraodontiformes,Diodontidae,Chilomycterus spinosus,1,NA,1,NA
1410,Tetraodontiformes,Diodontidae,Cyclichthys schoepfi,0.855,NA,0.855,NA
1411,Tetraodontiformes,Diodontidae,Diodon holocanthus,0.78,NA,0.78,NA
1412,Tetraodontiformes,Diodontidae,Diodon hystrix,0.8,NA,0.8,NA
1413,Tetraodontiformes,Diodontidae,Diodon liturosis,0.85,NA,0.85,NA
1414,Tetraodontiformes,Molidae,Mola mola,0.905,NA,0.905,NA
1415,Tetraodontiformes,Monacanthidae,Aluterus schoepfii,0.64,NA,0.64,NA
1416,Tetraodontiformes,Monacanthidae,Cantherines pullus,0.58,NA,0.58,NA
1417,Tetraodontiformes,Monacanthidae,Monacanthus chinensis,0.66,NA,0.66,NA
1418,Tetraodontiformes,Monacanthidae,Monacanthus ciliatus,0.58,NA,0.58,NA
1419,Tetraodontiformes,Monacanthidae,Monacanthus tuckeri,0.58,NA,0.58,NA
1420,Tetraodontiformes,Monacanthidae,Nelusetta ayraud,0.65,NA,0.65,NA
1421,Tetraodontiformes,Monacanthidae,Paramonacanthus filicauda,0.77,NA,0.77,NA
1422,Tetraodontiformes,Monacanthidae,Pervagor janthinosoma,0.51,NA,0.51,NA
1423,Tetraodontiformes,Monacanthidae,Pseudomonacanthus peroni,0.43,NA,0.43,NA
1424,Tetraodontiformes,Monacanthidae,Stephanolepis cirrhifer,0.62,34,0.62,34
1425,Tetraodontiformes,Monacanthidae,Stephanolepis hispidus,0.65,NA,0.65,NA
1426,Tetraodontiformes,Monacanthidae,Thamnaconus modestus,0.56,40,0.56,40
1427,Tetraodontiformes,Ostraciidae,Acanthostracion quadricornis,1.03,NA,1.03,NA
1428,Tetraodontiformes,Ostraciidae,Lactophrys bicaudalis,0.98,NA,0.98,NA
1429,Tetraodontiformes,Ostraciidae,Lactophrys trigonis,0.85,NA,0.85,NA
1430,Tetraodontiformes,Ostraciidae,Lactophrys triqueter,1.1,NA,1.1,NA
1431,Tetraodontiformes,Tetraodontidae,Arothron hispidus,0.46,NA,0.46,NA
1432,Tetraodontiformes,Tetraodontidae,Arothron manilensis,0.5,NA,0.5,NA
1433,Tetraodontiformes,Tetraodontidae,Arothron meleagris,0.38,38,0.38,38
1434,Tetraodontiformes,Tetraodontidae,Canthigaster bennetti,0.38,NA,0.38,NA
1435,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,0.45,NA,0.45,NA
1436,Tetraodontiformes,Tetraodontidae,Canthigaster valentini,0.44,NA,0.44,NA
1437,Tetraodontiformes,Tetraodontidae,Lagocephalus lunaris,0.44,NA,0.44,NA
1438,Tetraodontiformes,Tetraodontidae,Lagocephalus lunaris  (3x?),0.72,NA,0.72,NA
1439,Tetraodontiformes,Tetraodontidae,Sphoeroides greeleyi,0.71,NA,0.71,NA
1440,Tetraodontiformes,Tetraodontidae,Sphoeroides maculatus,0.5,NA,0.5,NA
1441,Tetraodontiformes,Tetraodontidae,Sphoeroides nephelus,0.475,NA,0.475,NA
1442,Tetraodontiformes,Tetraodontidae,Sphoeroides spengleri,0.34,NA,0.34,NA
1443,Tetraodontiformes,Tetraodontidae,Sphoeroides testudineus,0.82,NA,0.82,NA
1444,Tetraodontiformes,Tetraodontidae,Takifugu niphobles,0.42,44,0.42,44
1445,Tetraodontiformes,Tetraodontidae,Takifugu rubripes,0.4,NA,0.4,NA
1446,Tetraodontiformes,Tetraodontidae,Tetractenos hamiltoni,0.51,NA,0.51,NA
1447,Tetraodontiformes,Tetraodontidae,Tetraodon cutcutia,0.41,NA,0.41,NA
1448,Tetraodontiformes,Tetraodontidae,Tetraodon fluviatilis,0.39,NA,0.4,NA
1449,Tetraodontiformes,Tetraodontidae,Tetraodon nigroviridis,0.43,NA,0.43,NA
1450,Tetraodontiformes,Tetraodontidae,Tetraodon palembangensis,0.48,42,0.48,42
1451,Tetraodontiformes,Triacanthidae,Tripodichthys angustifrons,0.51,NA,0.51,NA
1452,Zeiformes,Cytidae,Cyttus traversi,0.75,NA,0.75,NA
1453,Zeiformes,Oreosomatidae,Neocyttus rhomboidalis,1.26,NA,1.26,NA
1454,Zeiformes,Oreosomatidae,Pseudocyttus maculatus,1.29,NA,1.29,NA
1455,Zeiformes,Zeidae,Zenopsis nebulosus,1.23,NA,1.23,NA
