"","Phylum","Sub Phylum","Class","Order","Family","Species","CommonName","C-value","Chromnum","Method","Celltype","Stdsp","References","References"
"1711","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Aspidoras fuscoguttatus","N/A","0.76","44.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",""
"1712","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Brochis splendens","Emerald catfish","1.17","100.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",""
"1713","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Callichthys callichthys","Cascarudo","0.96","","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",""
"1714","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Callichthys callichthys","Cascarudo","1.70","58.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1715","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Callichthys callichthys","Cascarudo","1.70","","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",""
"1716","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus","Bronze corydoras","1.39","62.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",""
"1717","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus","Bronze corydoras","1.61","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",""
"1718","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus","Bronze corydoras","1.77","","FD","LV","GD","Turner, B.J., N. Diffoot, and E.M. Rasch (1992). The callichtyid catfish Corydoras aeneus is an unresolved diploid-tetraploid sibling species complex. Ichtyological Exploration of Freshwaters 3: 17-23.",""
"1719","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus","Bronze corydoras","1.80","56.00","FD","LV","GD","Turner, B.J., N. Diffoot, and E.M. Rasch (1992). The callichtyid catfish Corydoras aeneus is an unresolved diploid-tetraploid sibling species complex. Ichtyological Exploration of Freshwaters 3: 17-23.",""
"1720","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus (4x)","Bronze corydoras","3.30","134.00","FD","LV","GD","Turner, B.J., N. Diffoot, and E.M. Rasch (1992). The callichtyid catfish Corydoras aeneus is an unresolved diploid-tetraploid sibling species complex. Ichtyological Exploration of Freshwaters 3: 17-23.",""
"1721","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus (4x)","Bronze corydoras","4.12","132.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"1722","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras aeneus (4x)","Bronze corydoras","4.40","120.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1723","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras arcuatus","Skunk corydoras","2.27","46.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1724","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras barbatus","Banded corydoras","0.90","64.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",""
"1725","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras elegans","Elegant corydoras","3.00","50.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1726","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras flaveolus","Armoured catfish","1.52","58.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1727","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras julii","Leopard corydoras","4.20","92.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1728","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras macropterus","Sailfin corydoras","0.75","66.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",""
"1729","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras melanistius","Bluespotted corydoras","3.00","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1730","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras melanistius","Bluespotted corydoras","4.10","","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",""
"1731","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras metae","Masked corydoras","3.21","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"1732","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras metae","Masked corydoras","4.38","92.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1733","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras myersi","Iridescent corydoras","2.30","56.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1734","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras nattereri","Blue corydoras","1.79","40.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",""
"1735","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras prionotos","Corydoras","0.60","68.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",""
"1736","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras prionotos","Corydoras","0.82","86.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993a). Cytogenetic and DNA content studies of armoured catfishes of the genus Corydoras (Pisces, Siluriformes, Callichthyidae) from the southeast coast of Brazil. Revista Brasileira de Ge",""
"1737","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras punctatus","Spotfin corydoras","2.90","46.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1738","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras reticulatus","Reticulated corydoras","0.98","74.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1739","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras schwartzi","Armoured catfish","2.39","46.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1740","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras simulatus","Armoured catfish","0.65","62.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1741","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras trilineatus","Threestripe corydoras","2.45","46.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1992). Extensive chromosomal rearrangements and nuclear DNA content changes in the evolution of the armoured catfishes genus Corydoras (Pisces, Siluriformes, Callichthyidae). Journal of Fi",""
"1742","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Corydoras undulatus","Armoured catfish","3.00","50.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1743","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Dianema urostriatum","Flagtail catfish","0.59","62.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",""
"1744","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Hoplosternum sp.","N/A","0.68","60.00","FD","RBC","GD, HS","Oliveira, C., L.F. Almeida-Toledo, L. Mori, and S.A. Toledo-Filho (1993b). Cytogenetic and DNA content in six genera of the family Callichthyidae (Pisces, Siluriformes). Caryologia 46: 171-188.",""
"1745","Chordata","Vertebrata","Osteichthyes","Siluriformes","Callichthyidae","Megalechis thoracata","Spotted hoplo","1.58","","FCM","RBC","HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",""
"1746","Chordata","Vertebrata","Osteichthyes","Siluriformes","Clariidae","Clarias batrachus","Walking catfish","0.92","","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"1747","Chordata","Vertebrata","Osteichthyes","Siluriformes","Clariidae","Clarias batrachus","Walking catfish","1.20","52.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1748","Chordata","Vertebrata","Osteichthyes","Siluriformes","Clariidae","Clarias gariepinus","North African catfish","1.20","56.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1749","Chordata","Vertebrata","Osteichthyes","Siluriformes","Diplomystidae","Diplomystes mesembrinus","N/A","1.29","56.00","FD","RBC","CP, GD, OM","Oliveira, C. and A.E. Gosztonyi (2000). A cytogenetic study of Diplomystes mesembrinus (Teleostei, Siluriformes, Diplomystidae) with a discussion of chromosome evolution in siluriformes. Caryologia 53: 31-37.",""
"1750","Chordata","Vertebrata","Osteichthyes","Siluriformes","Doradidae","Acanthodoras spinosissimus","Talking catfish","1.60","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1751","Chordata","Vertebrata","Osteichthyes","Siluriformes","Doradidae","Rhinodoras dorbignyi","N/A","1.73","58.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1752","Chordata","Vertebrata","Osteichthyes","Siluriformes","Heptapteridae","Cetopsorhamdia iheringi","N/A","0.89","58.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1753","Chordata","Vertebrata","Osteichthyes","Siluriformes","Heptapteridae","Heptapterus longicauda","N/A","1.11","52.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1754","Chordata","Vertebrata","Osteichthyes","Siluriformes","Heptapteridae","Rhamdia quelen","N/A","1.04","58.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1755","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ameiurus melas","Black bullhead catfish","1.10","","FCM","RBC","HS","Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.",""
"1756","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ameiurus nebulosus","Brown bullhead","0.95","","FD","RBC","GD","Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",""
"1757","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ameiurus nebulosus","Brown bullhead","1.20","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1758","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus furcatus","Blue catfish","1.03","","FCM","RBC","HS","Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.",""
"1759","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus punctatus","Channel catfish","0.99","","FCM","RBC","GD","Tiersch, T.R., B.A. Simco, K.B. Davis, R.W. Chandler, S.S. Wachtel, and G.J. Carmichael (1990). Stability of genome size among stocks of the channel catfish. Aquaculture 87: 15-22.",""
"1760","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus punctatus","Channel catfish","1.00","56.00","FCM","RBC","GD, HS, V","Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.",""
"1761","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus punctatus","Channel catfish","1.05","","FCM","RBC","HS","Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.",""
"1762","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus punctatus","Channel catfish","1.06","","FD","RBC","HS","Muramoto, J., S. Ohno, and N.B. Atkin (1968). On the diploid state of the fish order Ostariophysi. Chromosoma 24: 59-66.",""
"1763","Chordata","Vertebrata","Osteichthyes","Siluriformes","Ictaluridae","Pylodictis olivaris","Flathead catfish","1.07","","FCM","RBC","HS","Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.",""
"1764","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Ancistrus sp.","Armoured catfish","1.80","48.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1765","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Farlowella acus","Whiptail catfish","1.49","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"1766","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hisonotus sp.1","Armoured catfish","1.33","54.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1767","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hisonotus sp.2","Armoured catfish","0.89","54.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1768","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus cf. ancistroides","N/A","1.59","68.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
"1769","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus plecostomus","Suckermouth catfish","1.58","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"1770","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus plecostomus","Suckermouth catfish","1.79","","FD","RBC","HS","Muramoto, J., S. Ohno, and N.B. Atkin (1968). On the diploid state of the fish order Ostariophysi. Chromosoma 24: 59-66.",""
"1771","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus plecostomus","Suckermouth catfish","2.10","54-68","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1772","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus sp.1","N/A","1.95","64.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1773","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus sp.2","N/A","2.19","68.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1774","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus sp.3","N/A","2.12","72.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1775","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Hypostomus sp.4","N/A","2.27","76.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1776","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Liposarcus anisitsi","Snow pleco","1.98","52.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1777","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Liposarcus pardalis","Armoured catfish","1.69","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"1778","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Microlepidogaster sp.","N/A","0.89","","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
"1779","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Neoplecostomus paranensis","N/A","1.13","54.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1780","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Otocinclus affinis","Golden otocinclus","2.10","54.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1781","Chordata","Vertebrata","Osteichthyes","Siluriformes","Loricariidae","Rineloricaria parva","Armoured catfish","1.60","48.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"1782","Chordata","Vertebrata","Osteichthyes","Siluriformes","Malapteruidae","Malapterurus electricus","Electric catfish","1.00","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1783","Chordata","Vertebrata","Osteichthyes","Siluriformes","Mochokidae","Synodontis nigriventris","Blotched upsidedown catfish","1.10","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1784","Chordata","Vertebrata","Osteichthyes","Siluriformes","Mochokidae","Synodontis notatus","Onespot squeaker","0.94","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",""
"1785","Chordata","Vertebrata","Osteichthyes","Siluriformes","Mochokidae","Synodontis notatus (3x?)","Onespot squeaker","1.41","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",""
"1786","Chordata","Vertebrata","Osteichthyes","Siluriformes","Mochokidae","Synodontis schall","Wahrindi","1.10","54.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1787","Chordata","Vertebrata","Osteichthyes","Siluriformes","Mochokidae","Synodontis sp.","Upsidedown catfish","1.20","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1788","Chordata","Vertebrata","Osteichthyes","Siluriformes","Pimelodidae","Imparfinis mirini","N/A","1.02","","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
"1789","Chordata","Vertebrata","Osteichthyes","Siluriformes","Pimelodidae","Imparfinis mirini","N/A","1.03","58.00","FD","RBC","CP, GD, OM","Carvalho, M.L., C. Oliveira, and F. Foresti (1998). Nuclear DNA content of thirty species of Neotropical fishes. Genetics and Molecular Biology 21: 47-54.",""
"1790","Chordata","Vertebrata","Osteichthyes","Siluriformes","Pimelodidae","Pimelodella gracilis","Graceful pimelodella","0.88","46.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"1791","Chordata","Vertebrata","Osteichthyes","Siluriformes","Pimelodidae","Pimelodella sp.1","Pimelodella","0.57","46.00","FD","RBC","CP, GD, OM","Fenerich, P.C., F. Foresti, and C. Oliveira (2004).  Nuclear DNA content in 20 species of Siluriformes (Teleostei: Ostariophysi) from the Neotropical region.  Genetics and Molecular Biology 27: 350-354.",""
